team,shirt_number,player_name,is_captain,position,age,date_of_birth,nationality,club,caps,goals,market_value_eur,tournament_goals,tournament_assists
Haiti,,Alexandre Pierre,0,GK,25,2001-02-25,Haiti,Sochaux,15,0,700000,0,0
Haiti,,Duke Lacroix,0,DF,32,1993-10-14,Haiti,Colorado Springs Switchbacks FC,15,3,125000,0,0
Haiti,,Leverton Pierre,0,MF,28,1998-03-09,Haiti,Vizela,33,0,200000,0,0
Haiti,,Ruben Providence,0,FW,24,2001-07-07,Haiti,Almere City,14,3,300000,0,0
Haiti,,Lenny Joseph,0,FW,25,2000-10-12,Haiti,Ferencváros,1,1,2000000,0,0
Haiti,,Danley Jean Jacques,0,MF,26,2000-05-20,Haiti,Philadelphia Union,29,6,3000000,0,0
Haiti,,Wilson Isidor,0,FW,25,2000-08-27,Haiti,Sunderland,3,1,18000000,0,0
Haiti,,Yassin Fortuné,0,FW,27,1999-01-30,Haiti,Vizela,4,0,200000,0,0
Haiti,,Frantzdy Pierrot,0,FW,31,1995-03-29,Haiti,Çaykur Rizespor,50,34,1500000,0,0
Haiti,,Josué Casimir,0,FW,24,2001-09-24,Haiti,Auxerre,6,0,3000000,0,0
Haiti,,Jean-Kévin Duverne,0,DF,28,1997-07-12,Haiti,Gent,16,1,2000000,0,0
Haiti,,Josué Duverger,0,GK,26,2000-04-27,Haiti,Cosmos Koblenz,6,0,50000,0,0
Haiti,,Wilguens Paugain,0,DF,24,2001-08-24,Haiti,Zulte Waregem,7,0,800000,0,0
Haiti,,Dominique Simon,0,MF,25,2000-07-29,Haiti,Tatran Prešov,1,0,200000,0,0
Haiti,,Woodensky Pierre,0,MF,21,2004-12-30,Haiti,Violette,1,0,100000,0,0
Morocco,,Yassine Bounou,0,GK,35,1991-04-05,Morocco,Al-Hilal,89,0,3000000,0,0
Morocco,,Achraf Hakimi,1,DF,27,1998-11-04,Morocco,Paris Saint-Germain,95,11,80000000,0,0
Morocco,,Noussair Mazraoui,0,DF,28,1997-11-14,Morocco,Manchester United,44,2,18000000,0,0
Morocco,,Sofyan Amrabat,0,MF,29,1996-08-21,Morocco,Real Betis,74,0,12000000,0,0
Morocco,,Nayef Aguerd,0,DF,30,1996-03-30,Morocco,Marseille,64,2,15000000,0,0
Morocco,,Ayyoub Bouaddi,0,MF,18,2007-10-02,Morocco,Lille,3,0,50000000,0,0
Morocco,,Chemsdine Talbi,0,MF,21,2005-05-09,Morocco,Sunderland,5,0,25000000,0,0
Morocco,,Azzedine Ounahi,0,MF,26,2000-04-19,Morocco,Girona,48,9,10000000,0,0
Morocco,,Soufiane Rahimi,0,FW,30,1996-06-02,Morocco,Al Ain,36,12,6000000,0,0
Morocco,,Brahim Díaz,0,FW,26,1999-08-03,Morocco,Real Madrid,25,13,35000000,0,0
Morocco,,Ismael Saibari,0,MF,25,2001-01-28,Morocco,PSV Eindhoven,30,9,40000000,3,0
Morocco,,Munir Mohamedi,0,GK,37,1989-05-10,Morocco,RS Berkane,53,0,,0,0
Morocco,,Zakaria El Ouahdi,0,DF,24,2001-12-31,Morocco,Genk,2,0,17000000,0,0
Morocco,,Issa Diop,0,DF,29,1997-01-09,Morocco,Fulham,3,0,8000000,0,0
Morocco,,Samir El Mourabet,0,MF,20,2005-10-06,Morocco,Strasbourg,3,0,22000000,0,0
Morocco,,Gessime Yassine,0,MF,20,2005-11-22,Morocco,Strasbourg,5,0,12000000,0,0
Morocco,,Abde Ezzalzouli,0,FW,24,2001-12-17,Morocco,Real Betis,36,2,30000000,0,0
Morocco,,Chadi Riad,0,DF,22,2003-06-17,Morocco,Crystal Palace,5,1,15000000,0,0
Morocco,,Youssef Belammari,0,DF,27,1998-09-20,Morocco,Al Ahly,18,0,1200000,0,0
Morocco,,Ayoub El Kaabi,0,FW,32,1993-06-25,Morocco,Olympiacos,71,37,4500000,0,0
Morocco,,Ayoube Amaimouni,0,FW,21,2004-11-30,Morocco,Eintracht Frankfurt,1,0,10000000,0,0
Morocco,,Ahmed Reda Tagnaouti,0,GK,30,1996-04-05,Morocco,AS FAR,3,0,800000,0,0
Morocco,,Bilal El Khannouss,0,MF,22,2004-05-10,Morocco,VfB Stuttgart,36,3,35000000,0,0
Morocco,,Neil El Aynaoui,0,MF,24,2001-07-02,Morocco,Roma,15,2,23000000,0,0
Morocco,,Redouane Halhal,0,DF,23,2003-03-05,Morocco,Mechelen,2,0,5000000,0,0
Morocco,,Anass Salah-Eddine,0,DF,24,2002-01-18,Morocco,PSV Eindhoven,9,0,12000000,0,0
Scotland,,Angus Gunn,0,GK,30,1996-01-22,Scotland,Nottingham Forest,21,0,1000000,0,0
Scotland,,Aaron Hickey,0,DF,24,2002-06-10,Scotland,Brentford,20,0,16000000,0,0
Scotland,,Andy Robertson,1,DF,32,1994-03-11,Scotland,Liverpool,93,4,7000000,0,0
Scotland,,Scott McTominay,0,MF,29,1996-12-08,Scotland,Napoli,69,14,40000000,0,0
Scotland,,Grant Hanley,0,DF,34,1991-11-20,Scotland,Hibernian,67,2,200000,0,0
Scotland,,Kieran Tierney,0,DF,29,1997-06-05,Scotland,Celtic,55,2,8000000,0,0
Scotland,,John McGinn,0,MF,31,1994-10-18,Scotland,Aston Villa,85,20,13000000,1,0
Scotland,,Tyler Fletcher,0,MF,19,2007-03-19,Scotland,Manchester United,1,0,1500000,0,0
Scotland,,Lyndon Dykes,0,FW,30,1995-10-07,Scotland,Charlton Athletic,51,10,800000,0,0
Scotland,,Ché Adams,0,FW,29,1996-07-13,Scotland,Torino,46,11,5000000,0,0
Scotland,,Ryan Christie,0,MF,31,1995-02-22,Scotland,Bournemouth,67,10,8000000,0,0
Scotland,,Liam Kelly,0,GK,30,1996-01-23,Scotland,Rangers,3,0,800000,0,0
Scotland,,Jack Hendry,0,DF,31,1995-05-07,Scotland,Al-Ettifaq,37,3,2500000,0,0
Scotland,,Ross Stewart,0,FW,29,1996-07-11,Scotland,Southampton,2,0,2500000,0,0
Scotland,,John Souttar,0,DF,29,1996-09-25,Scotland,Rangers,23,2,2000000,0,0
Scotland,,Dominic Hyam,0,DF,30,1995-12-20,Scotland,Wrexham,3,0,2000000,0,0
Scotland,,Ben Gannon-Doak,0,FW,20,2005-11-11,Scotland,Bournemouth,13,1,15000000,0,0
Scotland,,George Hirst,0,FW,27,1999-02-15,Scotland,Ipswich Town,9,1,10000000,0,0
Scotland,,Lewis Ferguson,0,MF,26,1999-08-24,Scotland,Bologna,23,1,14000000,0,0
Scotland,,Lawrence Shankland,0,FW,30,1995-08-10,Scotland,Heart of Midlothian,19,6,3000000,0,0
Scotland,,Craig Gordon,0,GK,43,1982-12-31,Scotland,Heart of Midlothian,84,0,25000,0,0
Scotland,,Nathan Patterson,0,DF,24,2001-10-16,Scotland,Everton,26,1,10000000,0,0
Scotland,,Kenny McLean,0,MF,34,1992-01-08,Scotland,Norwich City,57,3,400000,0,0
Scotland,,Anthony Ralston,0,DF,27,1998-11-16,Scotland,Celtic,26,1,1500000,0,0
Scotland,,Findlay Curtis,0,FW,20,2006-06-09,Scotland,Kilmarnock,2,1,2000000,0,0
Scotland,,Scott McKenna,0,DF,29,1996-11-12,Scotland,Dinamo Zagreb,50,1,4000000,0,0
Australia,,Mathew Ryan,1,GK,34,1992-04-08,Australia,Levante,104,0,2000000,0,0
Australia,,Miloš Degenek,0,DF,32,1994-04-28,Australia,APOEL,56,1,450000,0,0
Australia,,Alessandro Circati,0,DF,22,2003-10-10,Australia,Parma,12,1,12000000,0,0
Australia,,Jacob Italiano,0,DF,24,2001-07-30,Australia,Grazer AK,4,0,600000,0,0
Australia,,Jordan Bos,0,DF,23,2002-10-29,Australia,Feyenoord,26,4,12000000,0,0
Australia,,Jason Geria,0,DF,33,1993-05-10,Australia,Albirex Niigata,13,0,400000,0,0
Australia,,Mathew Leckie,0,FW,35,1991-02-04,Australia,Melbourne City,79,14,300000,0,0
Australia,,Connor Metcalfe,0,MF,26,1999-11-05,Australia,FC St. Pauli,35,1,1500000,1,0
Australia,,Mohamed Touré,0,FW,22,2004-03-26,Australia,Norwich City,9,2,8000000,0,0
Australia,,Ajdin Hrustic,0,FW,29,1996-07-05,Australia,Heracles Almelo,37,4,600000,0,0
Australia,,Awer Mabil,0,FW,30,1995-09-15,Australia,Castellón,38,10,400000,0,0
Australia,,Paul Izzo,0,GK,31,1995-01-06,Australia,Randers,4,0,500000,0,0
Australia,,Aiden O'Neill,0,MF,27,1998-07-04,Australia,New York City FC,30,0,3000000,0,0
Australia,,Cammy Devlin,0,MF,28,1998-06-07,Australia,Heart of Midlothian,4,0,2000000,0,0
Australia,,Kai Trewin,0,DF,25,2001-05-18,Australia,New York City FC,5,0,1800000,0,0
Australia,,Aziz Behich,0,DF,35,1990-12-16,Australia,Melbourne City,83,3,250000,0,0
Australia,,Nestory Irankunda,0,FW,20,2006-02-09,Australia,Watford,14,5,8000000,1,0
Australia,,Patrick Beach,0,GK,22,2003-08-06,Australia,Melbourne City,1,0,1000000,0,0
Australia,,Harry Souttar,0,DF,27,1998-10-22,Australia,Leicester City,37,11,3500000,0,0
Australia,,Cristian Volpato,0,FW,22,2003-11-15,Australia,Sassuolo,0,0,10000000,0,0
Australia,,Cameron Burgess,0,DF,30,1995-10-21,Australia,Swansea City,26,0,1500000,0,0
Australia,,Jackson Irvine,0,MF,33,1993-03-07,Australia,FC St. Pauli,81,14,1000000,0,0
Australia,,Nishan Velupillay,0,FW,25,2001-05-07,Australia,Melbourne Victory,7,3,650000,0,0
Australia,,Paul Okon-Engstler,0,MF,21,2005-01-24,Australia,Sydney FC,5,0,1200000,0,0
Australia,,Lucas Herrington,0,DF,18,2007-09-05,Australia,Colorado Rapids,3,0,4500000,0,0
Australia,,Tete Yengi,0,FW,25,2000-11-28,Australia,Machida Zelvia,0,0,450000,0,0
Paraguay,,Gatito Fernández,0,GK,38,1988-03-29,Paraguay,Cerro Porteño,30,0,100000,0,0
Paraguay,,Gustavo Velázquez,0,DF,35,1991-04-17,Paraguay,Cerro Porteño,12,1,400000,0,0
Paraguay,,Omar Alderete,0,DF,29,1996-12-26,Paraguay,Sunderland,35,3,13000000,0,0
Paraguay,,Juan José Cáceres,0,DF,26,2000-06-01,Paraguay,Dynamo Moscow,16,0,5000000,0,0
Paraguay,,Fabián Balbuena,0,DF,34,1991-08-23,Paraguay,Grêmio,47,2,900000,0,0
Paraguay,,Júnior Alonso,0,DF,33,1993-02-09,Paraguay,Atlético Mineiro,70,3,1500000,0,0
Paraguay,,Ramón Sosa,0,MF,26,1999-08-31,Paraguay,Palmeiras,28,1,10000000,0,0
Paraguay,,Diego Gómez,0,MF,23,2003-03-27,Paraguay,Brighton & Hove Albion,23,3,25000000,0,0
Paraguay,,Antonio Sanabria,0,FW,30,1996-03-04,Paraguay,Cremonese,47,7,1800000,0,0
Paraguay,,Miguel Almirón,0,MF,32,1994-02-10,Paraguay,Atlanta United FC,75,9,7000000,0,0
Paraguay,,Maurício,0,MF,24,2001-06-22,Paraguay,Palmeiras,2,0,15000000,1,0
Paraguay,,Orlando Gill,0,GK,26,2000-06-11,Paraguay,San Lorenzo,5,0,6000000,0,0
Paraguay,,José Canale,0,DF,29,1996-07-20,Paraguay,Lanús,1,0,2200000,0,0
Paraguay,,Andrés Cubas,0,MF,30,1996-05-11,Paraguay,Vancouver Whitecaps FC,32,0,4500000,0,0
Paraguay,,Gustavo Gómez,1,DF,33,1993-05-06,Paraguay,Palmeiras,88,4,3500000,0,0
Paraguay,,Damián Bobadilla,0,MF,24,2001-07-11,Paraguay,São Paulo,19,1,6000000,0,0
Paraguay,,Kaku,0,FW,31,1995-01-11,Paraguay,Al Ain,32,5,4500000,0,0
Paraguay,,Álex Arce,0,FW,30,1995-06-16,Paraguay,Independiente Rivadavia,14,1,3500000,0,0
Paraguay,,Julio Enciso,0,FW,22,2004-01-23,Paraguay,Strasbourg,31,4,25000000,0,0
Paraguay,,Braian Ojeda,0,MF,25,2000-06-27,Paraguay,Orlando City SC,16,0,3500000,0,0
Paraguay,,Gabriel Ávalos,0,FW,35,1990-10-12,Paraguay,Independiente,22,2,750000,0,0
Paraguay,,Gastón Olveira,0,GK,33,1993-04-21,Paraguay,Olimpia,1,0,500000,0,0
Paraguay,,Matías Galarza,0,MF,24,2002-02-11,Paraguay,Atlanta United FC,14,2,3000000,1,0
Paraguay,,Gustavo Caballero,0,MF,24,2001-09-21,Paraguay,Portsmouth,2,1,1000000,0,0
Paraguay,,Isidro Pitta,0,FW,26,1999-08-14,Paraguay,Red Bull Bragantino,5,0,7500000,0,0
Paraguay,,Alexandro Maidana,0,DF,20,2005-07-26,Paraguay,Talleres,1,0,2500000,0,0
Turkey,,Mert Günok,0,GK,37,1989-03-01,Turkey,Fenerbahçe,37,0,500000,0,0
Turkey,,Zeki Çelik,0,DF,29,1997-02-17,Turkey,Roma,60,3,14000000,0,0
Turkey,,Merih Demiral,0,DF,28,1998-03-05,Turkey,Al-Ahli,61,6,12000000,0,0
Turkey,,Çağlar Söyüncü,0,DF,30,1996-05-23,Turkey,Fenerbahçe,60,2,3500000,0,0
Turkey,,Salih Özcan,0,MF,28,1998-01-11,Turkey,Borussia Dortmund,29,1,3500000,0,0
Turkey,,Orkun Kökçü,0,MF,25,2000-12-29,Turkey,Beşiktaş,49,4,25000000,0,0
Turkey,,Kerem Aktürkoğlu,0,FW,27,1998-10-21,Turkey,Fenerbahçe,51,15,20000000,0,0
Turkey,,Arda Güler,0,FW,21,2005-02-25,Turkey,Real Madrid,28,6,90000000,0,0
Turkey,,Deniz Gül,0,FW,21,2004-07-02,Turkey,Porto,7,2,5000000,0,0
Turkey,,Hakan Çalhanoğlu,1,MF,32,1994-02-08,Turkey,Inter Milan,104,22,16000000,0,0
Turkey,,Kenan Yıldız,0,FW,21,2005-05-04,Turkey,Juventus,28,5,75000000,0,0
Turkey,,Altay Bayındır,0,GK,28,1998-04-14,Turkey,Manchester United,12,0,5000000,0,0
Turkey,,Eren Elmalı,0,DF,25,2000-07-07,Turkey,Galatasaray,22,0,5000000,0,0
Turkey,,Abdülkerim Bardakcı,0,DF,31,1994-09-07,Turkey,Galatasaray,26,2,6500000,0,0
Turkey,,Ozan Kabak,0,DF,26,2000-03-25,Turkey,TSG Hoffenheim,29,2,15000000,0,0
Turkey,,İsmail Yüksek,0,MF,27,1999-01-26,Turkey,Fenerbahçe,31,1,15000000,0,0
Turkey,,İrfan Can Kahveci,0,FW,30,1995-07-15,Turkey,Kasımpaşa,46,6,3000000,0,0
Turkey,,Mert Müldür,0,DF,27,1999-04-03,Turkey,Fenerbahçe,44,3,7000000,0,0
Turkey,,Yunus Akgün,0,FW,25,2000-07-07,Turkey,Galatasaray,18,3,18000000,0,0
Turkey,,Ferdi Kadıoğlu,0,DF,26,1999-10-07,Turkey,Brighton & Hove Albion,30,2,35000000,0,0
Turkey,,Barış Alper Yılmaz,0,FW,26,2000-05-23,Turkey,Galatasaray,34,3,30000000,0,0
Turkey,,Kaan Ayhan,0,MF,31,1994-11-10,Turkey,Galatasaray,73,5,1500000,0,0
Turkey,,Uğurcan Çakır,0,GK,30,1996-04-05,Turkey,Galatasaray,38,0,15000000,0,0
Turkey,,Oğuz Aydın,0,FW,25,2000-10-27,Turkey,Fenerbahçe,10,0,7000000,0,0
Turkey,,Samet Akaydin,0,DF,32,1994-03-13,Turkey,Çaykur Rizespor,19,1,1200000,0,0
Turkey,,Can Uzun,0,FW,20,2005-11-11,Turkey,Eintracht Frankfurt,5,1,45000000,0,0
United States,,Matt Turner,0,GK,31,1994-06-24,United States,New England Revolution,54,0,2500000,0,0
United States,,Sergiño Dest,0,DF,25,2000-11-03,United States,PSV Eindhoven,38,3,18000000,0,0
United States,,Chris Richards,0,DF,26,2000-03-28,United States,Crystal Palace,36,3,28000000,0,0
United States,,Tyler Adams,0,MF,27,1999-02-14,United States,Bournemouth,53,2,25000000,0,0
United States,,Antonee Robinson,0,DF,28,1997-08-08,United States,Fulham,53,4,22000000,0,0
United States,,Auston Trusty,0,DF,27,1998-08-12,United States,Celtic,7,0,6000000,0,0
United States,,Giovanni Reyna,0,MF,23,2002-11-13,United States,Borussia Mönchengladbach,37,9,4000000,1,0
United States,,Weston McKennie,0,MF,27,1998-08-28,United States,Juventus,65,12,30000000,0,0
United States,,Ricardo Pepi,0,FW,23,2003-01-09,United States,PSV Eindhoven,36,13,30000000,0,0
United States,,Christian Pulisic,0,FW,27,1998-09-18,United States,Milan,85,33,40000000,0,0
United States,,Brenden Aaronson,0,FW,25,2000-10-22,United States,Leeds United,57,9,22000000,0,0
United States,,Miles Robinson,0,DF,29,1997-03-14,United States,FC Cincinnati,39,3,3500000,0,0
United States,,Tim Ream,1,DF,38,1987-10-05,United States,Charlotte FC,81,1,150000,0,0
United States,,Sebastian Berhalter,0,MF,25,2001-05-10,United States,Vancouver Whitecaps FC,12,1,8000000,0,0
United States,,Cristian Roldan,0,MF,31,1995-06-03,United States,Seattle Sounders FC,46,0,3500000,0,0
United States,,Alex Freeman,0,DF,21,2004-08-09,United States,Villarreal,16,2,3500000,1,0
United States,,Malik Tillman,0,MF,24,2002-05-28,United States,Bayer Leverkusen,29,3,30000000,0,0
United States,,Maximilian Arfsten,0,DF,25,2001-04-19,United States,Columbus Crew,19,1,5000000,0,0
United States,,Haji Wright,0,FW,28,1998-03-27,United States,Coventry City,20,7,16000000,0,0
United States,,Folarin Balogun,0,FW,24,2001-07-03,United States,Monaco,26,9,40000000,2,0
United States,,Timothy Weah,0,FW,26,2000-02-22,United States,Marseille,50,7,20000000,0,0
United States,,Mark McKenzie,0,DF,27,1999-02-25,United States,Toulouse,28,0,7000000,0,0
United States,,Joe Scally,0,DF,23,2002-12-31,United States,Borussia Mönchengladbach,25,0,7000000,0,0
United States,,Matt Freese,0,GK,27,1998-09-02,United States,New York City FC,14,0,2000000,0,0
United States,,Chris Brady,0,GK,22,2004-03-03,United States,Chicago Fire FC,1,0,2500000,0,0
United States,,Alejandro Zendejas,0,FW,28,1998-02-07,United States,América,14,2,10000000,0,0
Curacao,,Eloy Room,0,GK,37,1989-02-06,Curacao,Miami FC,71,0,150000,0,0
Curacao,,Shurandy Sambo,0,DF,24,2001-08-19,Curacao,Sparta Rotterdam,7,0,1300000,0,0
Curacao,,Juriën Gaari,0,DF,32,1993-12-23,Curacao,Abha,59,1,350000,0,0
Curacao,,Roshon van Eijma,0,DF,28,1998-06-09,Curacao,RKC Waalwijk,27,1,375000,0,0
Curacao,,Sherel Floranus,0,DF,27,1998-08-23,Curacao,PEC Zwolle,27,0,800000,0,0
Curacao,,Godfried Roemeratoe,0,MF,26,1999-08-19,Curacao,RKC Waalwijk,27,1,350000,0,0
Curacao,,Juninho Bacuna,0,MF,28,1997-08-07,Curacao,Volendam,48,14,1700000,0,0
Curacao,,Livano Comenencia,0,MF,22,2004-02-03,Curacao,Zürich,19,1,500000,1,0
Curacao,,Jürgen Locadia,0,FW,32,1993-11-07,Curacao,Miami FC,13,1,200000,0,0
Curacao,,Leandro Bacuna,1,MF,34,1991-08-21,Curacao,Iğdır,71,16,250000,0,0
Curacao,,Jeremy Antonisse,0,FW,24,2002-03-29,Curacao,Kifisia,26,3,800000,0,0
Curacao,,Sontje Hansen,0,FW,24,2002-05-18,Curacao,Middlesbrough,5,1,3500000,0,0
Curacao,,Tyrese Noslin,0,FW,23,2002-09-11,Curacao,Telstar,6,1,750000,0,0
Curacao,,Kenji Gorré,0,FW,31,1994-09-29,Curacao,Maccabi Haifa,37,6,650000,0,0
Curacao,,Ar'jany Martha,0,MF,22,2003-09-04,Curacao,Rotherham United,8,2,700000,0,0
Curacao,,Jearl Margaritha,0,FW,26,2000-04-10,Curacao,Beveren,21,5,1000000,0,0
Curacao,,Brandley Kuwas,0,FW,33,1992-09-19,Curacao,Volendam,34,2,250000,0,0
Curacao,,Armando Obispo,0,DF,27,1999-03-05,Curacao,PSV Eindhoven,5,0,4000000,0,0
Curacao,,Gervane Kastaneer,0,FW,30,1996-06-09,Curacao,Terengganu,28,9,175000,0,0
Curacao,,Joshua Brenet,0,DF,32,1994-03-20,Curacao,Kayserispor,17,1,1000000,0,0
Curacao,,Tahith Chong,0,MF,26,1999-12-04,Curacao,Sheffield United,5,3,3500000,0,0
Curacao,,Kevin Felida,0,MF,26,1999-11-11,Curacao,Den Bosch,19,1,400000,0,0
Curacao,,Riechedly Bazoer,0,DF,29,1996-10-12,Curacao,Konyaspor,4,0,1500000,0,0
Curacao,,Deveron Fonville,0,DF,23,2003-05-16,Curacao,NEC,1,0,1500000,0,0
Curacao,,Tyrick Bodak,0,GK,24,2002-05-15,Curacao,Telstar,4,0,25000,0,0
Curacao,,Trevor Doornbusch,0,GK,26,1999-07-06,Curacao,VVV-Venlo,7,0,50000,0,0
Ecuador,,Hernán Galíndez,0,GK,39,1987-03-30,Ecuador,Huracán,34,0,300000,0,0
Ecuador,,Félix Torres,0,DF,29,1997-01-11,Ecuador,Internacional,48,5,1000000,0,0
Ecuador,,Piero Hincapié,0,DF,24,2002-01-09,Ecuador,Arsenal,51,3,50000000,0,0
Ecuador,,Joel Ordóñez,0,DF,22,2004-04-21,Ecuador,Club Brugge,16,0,33000000,0,0
Ecuador,,Jordy Alcívar,0,MF,26,1999-08-05,Ecuador,Independiente del Valle,10,1,2000000,0,0
Ecuador,,Willian Pacho,0,DF,24,2001-10-16,Ecuador,Paris Saint-Germain,34,2,80000000,0,0
Ecuador,,Pervis Estupiñán,0,DF,28,1998-01-21,Ecuador,Milan,53,4,12000000,0,0
Ecuador,,Anthony Valencia,0,MF,22,2003-07-21,Ecuador,Antwerp,2,1,1800000,0,0
Ecuador,,John Yeboah,0,FW,25,2000-06-23,Ecuador,Venezia,22,3,5500000,0,0
Ecuador,,Kendry Páez,0,MF,19,2007-05-04,Ecuador,River Plate,25,2,8000000,0,0
Ecuador,,Kevin Rodríguez,0,FW,26,2000-03-04,Ecuador,Union Saint-Gilloise,31,2,6000000,0,0
Ecuador,,Moisés Ramírez,0,GK,25,2000-09-09,Ecuador,Kifisia,7,0,800000,0,0
Ecuador,,Enner Valencia,1,FW,36,1989-11-04,Ecuador,Pachuca,105,49,1000000,0,0
Ecuador,,Alan Minda,0,MF,23,2003-05-14,Ecuador,Atlético Mineiro,19,2,3000000,0,0
Ecuador,,Pedro Vite,0,MF,24,2002-03-09,Ecuador,UNAM,16,1,6000000,0,0
Ecuador,,Jordy Caicedo,0,FW,28,1997-11-18,Ecuador,Huracán,19,3,2000000,0,0
Ecuador,,Ángelo Preciado,0,DF,28,1998-02-18,Ecuador,Atlético Mineiro,54,0,3500000,0,0
Ecuador,,Denil Castillo,0,MF,22,2004-03-24,Ecuador,Midtjylland,5,0,7000000,0,0
Ecuador,,Gonzalo Plata,0,FW,25,2000-11-01,Ecuador,Flamengo,49,8,9000000,0,0
Ecuador,,Nilson Angulo,0,FW,22,2003-06-19,Ecuador,Sunderland,13,1,17000000,0,0
Ecuador,,Alan Franco,0,MF,27,1998-08-21,Ecuador,Atlético Mineiro,57,1,4500000,0,0
Ecuador,,Gonzalo Valle,0,GK,30,1996-02-28,Ecuador,LDU Quito,3,0,1800000,0,0
Ecuador,,Moisés Caicedo,0,MF,24,2001-11-02,Ecuador,Chelsea,60,3,100000000,0,0
Ecuador,,Jeremy Arévalo,0,FW,21,2005-03-19,Ecuador,VfB Stuttgart,3,0,7000000,0,0
Ecuador,,Jackson Porozo,0,DF,25,2000-08-04,Ecuador,Tijuana,9,1,2500000,0,0
Ecuador,,Yaimar Medina,0,DF,21,2004-11-05,Ecuador,Genk,5,0,4000000,0,0
Germany,,Manuel Neuer,0,GK,40,1986-03-27,Germany,Bayern Munich,124,0,4000000,0,0
Germany,,Antonio Rüdiger,0,DF,33,1993-03-03,Germany,Real Madrid,82,3,9000000,0,0
Germany,,Waldemar Anton,0,DF,29,1996-07-20,Germany,Borussia Dortmund,12,0,18000000,0,0
Germany,,Jonathan Tah,0,DF,30,1996-02-11,Germany,Bayern Munich,46,1,28000000,0,0
Germany,,Aleksandar Pavlović,0,MF,22,2004-05-03,Germany,Bayern Munich,10,1,90000000,0,0
Germany,,Joshua Kimmich,1,DF,31,1995-02-08,Germany,Bayern Munich,109,10,35000000,0,0
Germany,,Kai Havertz,0,FW,27,1999-06-11,Germany,Arsenal,57,21,55000000,2,0
Germany,,Leon Goretzka,0,MF,31,1995-02-06,Germany,Bayern Munich,69,15,12000000,0,0
Germany,,Jamie Leweling,0,MF,25,2001-02-26,Germany,VfB Stuttgart,4,1,40000000,0,0
Germany,,Jamal Musiala,0,MF,23,2003-02-26,Germany,Bayern Munich,41,9,100000000,1,0
Germany,,Nick Woltemade,0,FW,24,2002-02-14,Germany,Newcastle United,11,4,55000000,0,0
Germany,,Oliver Baumann,0,GK,36,1990-06-02,Germany,TSG Hoffenheim,12,0,2500000,0,0
Germany,,Pascal Groß,0,MF,34,1991-06-15,Germany,Brighton & Hove Albion,18,1,2500000,0,0
Germany,,Maximilian Beier,0,FW,23,2002-10-17,Germany,Borussia Dortmund,8,0,40000000,0,0
Germany,,Nico Schlotterbeck,0,DF,26,1999-12-01,Germany,Borussia Dortmund,26,0,55000000,1,0
Germany,,Angelo Stiller,0,MF,25,2001-04-04,Germany,VfB Stuttgart,7,0,45000000,0,0
Germany,,Florian Wirtz,0,MF,23,2003-05-03,Germany,Liverpool,40,11,100000000,0,0
Germany,,Nathaniel Brown,0,DF,22,2003-06-16,Germany,Eintracht Frankfurt,4,0,40000000,1,1
Germany,,Leroy Sané,0,MF,30,1996-01-11,Germany,Galatasaray,75,16,20000000,0,0
Germany,,Nadiem Amiri,0,MF,29,1996-10-27,Germany,Mainz 05,10,1,17000000,0,0
Germany,,Alexander Nübel,0,GK,29,1996-09-30,Germany,VfB Stuttgart,3,0,12000000,0,0
Germany,,David Raum,0,DF,28,1998-04-22,Germany,RB Leipzig,36,1,25000000,0,0
Germany,,Felix Nmecha,0,MF,25,2000-10-10,Germany,Borussia Dortmund,7,1,50000000,1,1
Germany,,Malick Thiaw,0,DF,24,2001-08-08,Germany,Newcastle United,5,0,45000000,0,0
Germany,,Lennart Karl,0,MF,18,2008-02-22,Germany,Bayern Munich,3,0,60000000,0,0
Germany,,Deniz Undav,0,FW,29,1996-07-19,Germany,VfB Stuttgart,8,6,22000000,3,2
Cote d'Ivoire,,Yahia Fofana,0,GK,25,2000-08-21,Cote d'Ivoire,Çaykur Rizespor,34,0,5000000,0,0
Cote d'Ivoire,,Ousmane Diomande,0,DF,22,2003-12-04,Cote d'Ivoire,Sporting CP,14,1,42000000,0,0
Cote d'Ivoire,,Ghislain Konan,0,DF,30,1995-12-27,Cote d'Ivoire,Gil Vicente,53,0,3000000,0,0
Cote d'Ivoire,,Jean Michaël Seri,0,MF,34,1991-07-19,Cote d'Ivoire,Maribor,65,4,100000,0,0
Cote d'Ivoire,,Wilfried Singo,0,DF,25,2000-12-25,Cote d'Ivoire,Galatasaray,33,1,23000000,0,0
Cote d'Ivoire,,Seko Fofana,0,MF,31,1995-05-07,Cote d'Ivoire,Porto,31,7,8000000,0,0
Cote d'Ivoire,,Odilon Kossounou,0,DF,25,2001-01-04,Cote d'Ivoire,Atalanta,35,0,15000000,0,0
Cote d'Ivoire,,Franck Kessié,1,MF,29,1996-12-19,Cote d'Ivoire,Al-Ahli,102,15,12000000,1,0
Cote d'Ivoire,,Ange-Yoan Bonny,0,FW,22,2003-10-25,Cote d'Ivoire,Inter Milan,0,0,35000000,0,0
Cote d'Ivoire,,Simon Adingra,0,FW,24,2002-01-01,Cote d'Ivoire,Monaco,28,5,22000000,0,0
Cote d'Ivoire,,Yan Diomande,0,FW,19,2006-11-14,Cote d'Ivoire,RB Leipzig,9,3,90000000,0,0
