team,shirt_number,player_name,is_captain,position,age,date_of_birth,nationality,club,caps,goals,market_value_eur,tournament_goals,tournament_assists
Saudi Arabia,,Nasser Al-Dawsari,0,MF,27,1998-12-19,Saudi Arabia,Al-Hilal,42,0,900000,0,0
Saudi Arabia,,Musab Al-Juwayr,0,MF,22,2003-06-20,Saudi Arabia,Al-Qadsiah,33,6,6000000,0,0
Saudi Arabia,,Ayman Yahya,0,FW,25,2001-05-14,Saudi Arabia,Al-Nassr,25,0,1200000,0,0
Saudi Arabia,,Firas Al-Buraikan,0,FW,26,2000-05-14,Saudi Arabia,Al-Ahli,69,15,3500000,0,0
Saudi Arabia,,Salem Al-Dawsari,1,FW,34,1991-08-19,Saudi Arabia,Al-Hilal,108,26,1200000,0,0
Saudi Arabia,,Saleh Al-Shehri,0,FW,32,1993-11-01,Saudi Arabia,Al-Ittihad,55,18,500000,0,0
Saudi Arabia,,Saud Abdulhamid,0,DF,26,1999-07-18,Saudi Arabia,Lens,53,1,9000000,0,0
Saudi Arabia,,Nawaf Boushal,0,DF,26,1999-09-16,Saudi Arabia,Al-Nassr,24,0,1400000,0,0
Saudi Arabia,,Hassan Kadesh,0,DF,33,1992-09-26,Saudi Arabia,Al-Ittihad,19,2,275000,0,0
Saudi Arabia,,Abdullah Al-Khaibari,0,MF,29,1996-08-16,Saudi Arabia,Al-Nassr,38,0,750000,0,0
Saudi Arabia,,Ziyad Al-Johani,0,MF,24,2001-11-11,Saudi Arabia,Al-Ahli,11,0,800000,0,0
Saudi Arabia,,Khalid Al-Ghannam,0,FW,25,2000-11-08,Saudi Arabia,Al-Ettifaq,5,0,2500000,0,0
Saudi Arabia,,Alaa Al-Hejji,0,MF,30,1995-12-03,Saudi Arabia,Neom,1,0,300000,0,0
Saudi Arabia,,Abdullah Al-Hamdan,0,FW,26,1999-09-13,Saudi Arabia,Al-Nassr,48,11,350000,0,0
Saudi Arabia,,Sultan Mandash,0,FW,31,1994-10-17,Saudi Arabia,Al-Hilal,5,1,350000,0,0
Saudi Arabia,,Mohammed Al-Owais,0,GK,34,1991-10-10,Saudi Arabia,Al-Ula,63,0,275000,0,0
Saudi Arabia,,Ahmed Al-Kassar,0,GK,35,1991-05-08,Saudi Arabia,Al-Qadsiah,8,0,175000,0,0
Saudi Arabia,,Mohamed Kanno,0,MF,31,1994-09-22,Saudi Arabia,Al-Hilal,75,8,800000,0,0
Saudi Arabia,,Moteb Al-Harbi,0,DF,26,2000-02-20,Saudi Arabia,Al-Hilal,11,0,1400000,0,0
Saudi Arabia,,Jehad Thakri,0,DF,24,2001-07-21,Saudi Arabia,Al-Qadsiah,6,0,1200000,0,0
Saudi Arabia,,Mohammed Abu Al-Shamat,0,DF,23,2002-08-11,Saudi Arabia,Al-Qadsiah,5,0,1800000,0,0
Spain,,David Raya,0,GK,30,1995-09-15,Spain,Arsenal,12,0,30000000,0,0
Spain,,Marc Pubill,0,DF,22,2003-06-20,Spain,Atlético Madrid,0,0,28000000,0,0
Spain,,Álex Grimaldo,0,DF,30,1995-09-20,Spain,Bayer Leverkusen,12,0,20000000,0,0
Spain,,Eric García,0,DF,25,2001-01-09,Spain,Barcelona,19,0,35000000,0,0
Spain,,Marcos Llorente,0,DF,31,1995-01-30,Spain,Atlético Madrid,23,0,22000000,0,0
Spain,,Mikel Merino,0,MF,29,1996-06-22,Spain,Arsenal,41,10,25000000,0,0
Spain,,Ferran Torres,0,FW,26,2000-02-29,Spain,Barcelona,55,23,50000000,0,0
Spain,,Fabián Ruiz,0,MF,30,1996-04-03,Spain,Paris Saint-Germain,41,6,30000000,0,0
Spain,,Gavi,0,MF,21,2004-08-05,Spain,Barcelona,28,5,30000000,0,0
Spain,,Dani Olmo,0,FW,28,1998-05-07,Spain,Barcelona,48,12,60000000,0,0
Spain,,Yéremy Pino,0,FW,23,2002-10-20,Spain,Crystal Palace,21,4,30000000,0,0
Spain,,Pedro Porro,0,DF,26,1999-09-13,Spain,Tottenham Hotspur,16,0,35000000,0,0
Spain,,Joan Garcia,0,GK,25,2001-05-04,Spain,Barcelona,1,0,40000000,0,0
Spain,,Aymeric Laporte,0,DF,32,1994-05-27,Spain,Athletic Bilbao,44,2,9000000,0,0
Spain,,Álex Baena,0,MF,24,2001-07-20,Spain,Atlético Madrid,15,2,45000000,0,0
Spain,,Rodri,1,MF,29,1996-06-22,Spain,Manchester City,61,4,50000000,0,0
Spain,,Nico Williams,0,FW,23,2002-07-12,Spain,Athletic Bilbao,30,6,50000000,0,0
Spain,,Martín Zubimendi,0,MF,27,1999-02-02,Spain,Arsenal,25,3,75000000,0,0
Spain,,Lamine Yamal,0,FW,18,2007-07-13,Spain,Barcelona,25,6,200000000,1,0
Spain,,Pedri,0,MF,23,2002-11-25,Spain,Barcelona,40,5,150000000,0,0
Spain,,Mikel Oyarzabal,0,FW,29,1997-04-21,Spain,Real Sociedad,52,24,25000000,2,1
Spain,,Pau Cubarsí,0,DF,19,2007-01-22,Spain,Barcelona,11,0,80000000,0,0
Spain,,Unai Simón,0,GK,29,1997-06-11,Spain,Athletic Bilbao,57,0,25000000,0,0
Spain,,Marc Cucurella,0,DF,27,1998-07-22,Spain,Chelsea,23,1,50000000,0,0
Spain,,Víctor Muñoz,0,FW,22,2003-07-13,Spain,Osasuna,2,1,20000000,0,0
Spain,,Borja Iglesias,0,FW,33,1993-01-17,Spain,Celta Vigo,6,0,3000000,0,0
Uruguay,,Sergio Rochet,0,GK,33,1993-03-23,Uruguay,Internacional,35,0,1800000,0,0
Uruguay,,José Giménez,1,DF,31,1995-01-20,Uruguay,Atlético Madrid,99,8,12000000,0,0
Uruguay,,Sebastián Cáceres,0,DF,26,1999-08-18,Uruguay,América,24,0,4500000,0,0
Uruguay,,Ronald Araújo,0,DF,27,1999-03-07,Uruguay,Barcelona,27,1,20000000,2,1
Uruguay,,Manuel Ugarte,0,MF,25,2001-04-11,Uruguay,Manchester United,36,1,25000000,0,0
Uruguay,,Rodrigo Bentancur,0,MF,28,1997-06-25,Uruguay,Tottenham Hotspur,74,3,20000000,0,0
Uruguay,,Nicolás de la Cruz,0,MF,29,1997-06-01,Uruguay,Flamengo,34,5,8000000,0,0
Uruguay,,Federico Valverde,0,MF,27,1998-07-22,Uruguay,Real Madrid,73,9,120000000,0,0
Uruguay,,Darwin Núñez,0,FW,26,1999-06-24,Uruguay,Al-Hilal,38,13,20000000,0,0
Uruguay,,Giorgian de Arrascaeta,0,MF,32,1994-06-01,Uruguay,Flamengo,60,13,14000000,0,0
Uruguay,,Facundo Pellistri,0,FW,24,2001-12-20,Uruguay,Panathinaikos,39,2,5000000,0,0
Uruguay,,Santiago Mele,0,GK,28,1997-09-06,Uruguay,Monterrey,8,0,2000000,0,0
Uruguay,,Guillermo Varela,0,DF,33,1993-03-24,Uruguay,Flamengo,28,0,1000000,0,0
Uruguay,,Agustín Canobbio,0,MF,27,1998-10-01,Uruguay,Fluminense,15,1,8000000,1,0
Uruguay,,Emiliano Martínez,0,MF,26,1999-08-17,Uruguay,Palmeiras,10,0,6500000,0,0
Uruguay,,Mathías Olivera,0,DF,28,1997-10-31,Uruguay,Napoli,35,2,15000000,0,0
Uruguay,,Matías Viña,0,DF,28,1997-11-09,Uruguay,River Plate,43,1,3500000,0,0
Uruguay,,Brian Rodríguez,0,FW,26,2000-05-20,Uruguay,América,32,4,8000000,0,0
Uruguay,,Rodrigo Aguirre,0,FW,31,1994-10-01,Uruguay,UANL,10,3,2300000,0,0
Uruguay,,Maximiliano Araújo,0,MF,26,2000-02-15,Uruguay,Sporting CP,28,3,35000000,2,1
Uruguay,,Federico Viñas,0,FW,27,1998-06-30,Uruguay,Oviedo,11,2,4000000,0,0
Uruguay,,Joaquín Piquerez,0,MF,27,1998-08-24,Uruguay,Palmeiras,19,0,12000000,0,0
Uruguay,,Fernando Muslera,0,GK,39,1986-06-16,Uruguay,Estudiantes,134,0,700000,0,0
Uruguay,,Santiago Bueno,0,DF,27,1998-11-09,Uruguay,Wolverhampton Wanderers,8,0,10000000,0,0
Uruguay,,Juan Manuel Sanabria,0,MF,26,2000-03-29,Uruguay,Real Salt Lake,5,1,4000000,0,0
Uruguay,,Rodrigo Zalazar,0,MF,26,1999-08-12,Uruguay,Braga,8,2,30000000,0,0
France,,Brice Samba,0,GK,32,1994-04-25,France,Rennes,4,0,7000000,0,0
France,,Malo Gusto,0,DF,23,2003-05-19,France,Chelsea,9,0,35000000,0,0
France,,Lucas Digne,0,DF,32,1993-07-20,France,Aston Villa,56,0,6000000,0,0
France,,Dayot Upamecano,0,DF,27,1998-10-27,France,Bayern Munich,36,2,70000000,0,0
France,,Jules Koundé,0,DF,27,1998-11-12,France,Barcelona,46,0,65000000,0,0
France,,Manu Koné,0,MF,25,2001-05-17,France,Roma,12,0,50000000,0,0
France,,Ousmane Dembélé,0,FW,29,1997-05-15,France,Paris Saint-Germain,58,7,100000000,4,1
France,,Aurélien Tchouaméni,0,MF,26,2000-01-27,France,Real Madrid,44,3,75000000,0,0
France,,Marcus Thuram,0,FW,28,1997-08-06,France,Inter Milan,33,3,50000000,0,0
France,,Kylian Mbappé,1,FW,27,1998-12-20,France,Real Madrid,96,56,200000000,4,2
France,,Michael Olise,0,FW,24,2001-12-12,France,Bayern Munich,15,4,150000000,0,0
France,,Bradley Barcola,0,FW,23,2002-09-02,France,Paris Saint-Germain,18,3,70000000,1,1
France,,N'Golo Kanté,0,MF,35,1991-03-29,France,Fenerbahçe,67,2,4000000,0,0
France,,Adrien Rabiot,0,MF,31,1995-04-03,France,Milan,57,7,18000000,0,0
France,,Ibrahima Konaté,0,DF,27,1999-05-25,France,Liverpool,27,0,45000000,0,0
France,,Mike Maignan,0,GK,30,1995-07-03,France,Milan,38,0,20000000,0,0
France,,William Saliba,0,DF,25,2001-03-24,France,Arsenal,31,0,100000000,0,0
France,,Warren Zaïre-Emery,0,MF,20,2006-03-08,France,Paris Saint-Germain,10,1,80000000,0,0
France,,Théo Hernandez,0,DF,28,1997-10-06,France,Al-Hilal,42,2,20000000,0,0
France,,Désiré Doué,0,FW,21,2005-06-03,France,Paris Saint-Germain,6,2,120000000,0,0
France,,Lucas Hernandez,0,DF,30,1996-02-14,France,Paris Saint-Germain,41,0,18000000,0,0
France,,Jean-Philippe Mateta,0,FW,28,1997-06-28,France,Crystal Palace,3,2,30000000,0,0
France,,Robin Risser,0,GK,21,2004-12-02,France,Lens,0,0,30000000,0,0
France,,Rayan Cherki,0,MF,22,2003-08-17,France,Manchester City,5,1,90000000,0,0
France,,Maghnes Akliouche,0,MF,24,2002-02-25,France,Monaco,7,1,50000000,0,0
France,,Maxence Lacroix,0,DF,26,2000-04-06,France,Crystal Palace,2,0,50000000,0,0
Iraq,,Fahad Talib,0,GK,31,1994-10-21,Iraq,Al-Talaba,21,0,375000,0,0
Iraq,,Rebin Sulaka,0,DF,34,1992-04-12,Iraq,Port,54,1,100000,0,0
Iraq,,Hussein Ali,0,DF,24,2002-03-01,Iraq,Pogoń Szczecin,25,1,400000,0,0
Iraq,,Zaid Tahseen,0,DF,25,2001-01-29,Iraq,Pakhtakor,26,1,600000,0,0
Iraq,,Akam Hashim,0,DF,27,1998-08-16,Iraq,Al-Zawraa,12,1,,0,0
Iraq,,Manaf Younis,0,DF,29,1996-11-16,Iraq,Al-Shorta,32,1,300000,0,0
Iraq,,Youssef Amyn,0,MF,22,2003-08-21,Iraq,AEK Larnaca,25,2,550000,0,0
Iraq,,Ibrahim Bayesh,0,MF,26,2000-05-01,Iraq,Al Dhafra,74,8,800000,0,0
Iraq,,Ali Al-Hamadi,0,FW,24,2002-03-01,Iraq,Luton Town,18,5,1500000,0,0
Iraq,,Mohanad Ali,0,FW,25,2000-06-20,Iraq,Dibba,71,27,1200000,0,0
Iraq,,Ahmed Qasem,0,FW,22,2003-07-12,Iraq,Nashville SC,1,0,3500000,0,0
Iraq,,Jalal Hassan,1,GK,35,1991-05-18,Iraq,Al-Zawraa,100,0,250000,0,0
Iraq,,Ali Yousif,0,FW,30,1996-01-19,Iraq,Al-Talaba,6,1,200000,0,0
Iraq,,Zidane Iqbal,0,MF,23,2003-04-27,Iraq,Utrecht,23,2,1000000,0,0
Iraq,,Ahmed Yahya,0,DF,30,1995-07-01,Iraq,Al-Shorta,19,0,450000,0,0
Iraq,,Amir Al-Ammari,0,MF,28,1997-07-27,Iraq,Cracovia,49,3,1000000,0,0
Iraq,,Ali Jasim,0,FW,22,2004-01-20,Iraq,Al-Najma,35,2,500000,0,0
Iraq,,Aymen Hussein,0,FW,30,1996-03-22,Iraq,Al-Karma,93,33,400000,1,0
Iraq,,Kevin Yakob,0,MF,25,2000-10-10,Iraq,AGF,7,0,850000,0,0
Iraq,,Aimar Sher,0,MF,23,2002-12-20,Iraq,Sarpsborg 08,6,0,1500000,0,0
Iraq,,Marko Farji,0,FW,22,2004-03-16,Iraq,Venezia,10,0,1700000,0,0
Iraq,,Ahmed Basil,0,GK,29,1996-08-19,Iraq,Al-Shorta,14,0,450000,0,0
Iraq,,Merchas Doski,0,DF,26,1999-12-07,Iraq,Viktoria Plzeň,30,0,1700000,0,0
Iraq,,Zaid Ismail,0,MF,24,2002-01-03,Iraq,Al-Talaba,5,0,500000,0,0
Iraq,,Mustafa Saadoon,0,DF,25,2001-05-25,Iraq,Al-Shorta,15,0,350000,0,0
Iraq,,Frans Putros,0,DF,32,1993-07-14,Iraq,Persib,26,0,325000,0,0
Norway,,Ørjan Nyland,0,GK,35,1990-09-10,Norway,Sevilla,70,0,900000,0,0
Norway,,Morten Thorsby,0,MF,30,1996-05-05,Norway,Cremonese,31,0,2800000,0,0
Norway,,Kristoffer Ajer,0,DF,28,1998-04-17,Norway,Brentford,51,2,18000000,0,0
Norway,,Leo Østigård,0,DF,26,1999-11-28,Norway,Genoa,37,1,13000000,1,0
Norway,,David Møller Wolfe,0,DF,24,2002-04-23,Norway,Wolverhampton Wanderers,21,1,8000000,0,0
Norway,,Patrick Berg,0,MF,28,1997-11-24,Norway,Bodø/Glimt,42,0,8000000,0,0
Norway,,Alexander Sørloth,0,FW,30,1995-12-05,Norway,Atlético Madrid,71,26,20000000,0,0
Norway,,Sander Berge,0,MF,28,1998-02-14,Norway,Fulham,65,1,25000000,0,0
Norway,,Erling Haaland,0,FW,25,2000-07-21,Norway,Manchester City,49,55,200000000,4,0
Norway,,Martin Ødegaard,1,MF,27,1998-12-17,Norway,Arsenal,67,4,65000000,0,0
Norway,,Jørgen Strand Larsen,0,FW,26,2000-02-06,Norway,Crystal Palace,27,6,40000000,0,0
Norway,,Sander Tangvik,0,GK,23,2002-11-29,Norway,Hamburger SV,0,0,3000000,0,0
Norway,,Egil Selvik,0,GK,28,1997-07-30,Norway,Watford,6,0,1500000,0,0
Norway,,Fredrik Aursnes,0,MF,30,1995-12-10,Norway,Benfica,21,1,15000000,0,0
Norway,,Fredrik André Bjørkan,0,DF,27,1998-08-21,Norway,Bodø/Glimt,20,1,3500000,0,0
Norway,,Marcus Holmgren Pedersen,0,DF,25,2000-07-16,Norway,Torino,32,0,3500000,1,0
Norway,,Torbjørn Heggem,0,DF,27,1999-01-12,Norway,Bologna,14,0,13000000,0,0
Norway,,Kristian Thorstvedt,0,MF,27,1999-03-13,Norway,Sassuolo,36,4,12000000,0,0
Norway,,Thelo Aasgaard,0,MF,24,2002-05-02,Norway,Rangers,7,5,2800000,0,0
Norway,,Antonio Nusa,0,FW,21,2005-04-17,Norway,RB Leipzig,23,8,32000000,0,0
Norway,,Andreas Schjelderup,0,MF,22,2004-06-01,Norway,Benfica,11,1,30000000,0,0
Norway,,Oscar Bobb,0,MF,22,2003-07-12,Norway,Fulham,19,2,28000000,0,0
Norway,,Jens Petter Hauge,0,MF,26,1999-10-12,Norway,Bodø/Glimt,15,1,12000000,0,0
Norway,,Sondre Langås,0,DF,25,2001-02-02,Norway,Derby County,3,0,4000000,0,0
Norway,,Henrik Falchener,0,DF,23,2003-05-08,Norway,Viking,1,0,6000000,0,0
Norway,,Julian Ryerson,0,FW,28,1997-11-17,Norway,Borussia Dortmund,42,1,25000000,0,0
Senegal,,Yehvann Diouf,0,GK,26,1999-11-16,Senegal,Nice,2,0,7000000,0,0
Senegal,,Mamadou Sarr,0,DF,20,2005-08-29,Senegal,Chelsea,7,0,22000000,3,1
Senegal,,Kalidou Koulibaly,1,DF,34,1991-06-20,Senegal,Al-Hilal,102,2,4500000,0,0
Senegal,,Abdoulaye Seck,0,DF,34,1992-06-04,Senegal,Maccabi Haifa,22,4,500000,0,0
Senegal,,Idrissa Gueye,0,MF,36,1989-09-26,Senegal,Everton,130,7,500000,2,1
Senegal,,Pathé Ciss,0,MF,32,1994-03-16,Senegal,Rayo Vallecano,29,0,2000000,0,0
Senegal,,Assane Diao,0,FW,20,2005-09-07,Senegal,Como,5,0,30000000,0,0
Senegal,,Lamine Camara,0,MF,22,2004-01-01,Senegal,Monaco,32,7,40000000,0,0
Senegal,,Bamba Dieng,0,FW,26,2000-03-23,Senegal,Lorient,22,2,15000000,0,0
Senegal,,Sadio Mané,0,FW,34,1992-04-10,Senegal,Al-Nassr,127,55,6000000,0,0
Senegal,,Nicolas Jackson,0,FW,24,2001-06-20,Senegal,Bayern Munich,32,8,40000000,0,0
Senegal,,Cherif Ndiaye,0,FW,30,1996-01-23,Senegal,Samsunspor,18,4,5000000,0,0
Senegal,,Iliman Ndiaye,0,FW,26,2000-03-06,Senegal,Everton,39,4,55000000,0,0
Senegal,,Ismail Jakobs,0,DF,26,1999-08-17,Senegal,Galatasaray,29,0,8000000,0,0
Senegal,,Krépin Diatta,0,DF,27,1999-02-25,Senegal,Monaco,60,2,6000000,0,0
Senegal,,Édouard Mendy,0,GK,34,1992-03-01,Senegal,Al-Ahli,56,0,4000000,0,0
Senegal,,Pape Matar Sarr,0,MF,23,2002-09-14,Senegal,Tottenham Hotspur,39,4,30000000,3,1
Senegal,,Ismaïla Sarr,0,FW,28,1998-02-25,Senegal,Crystal Palace,82,19,40000000,3,1
Senegal,,Moussa Niakhaté,0,DF,30,1996-03-08,Senegal,Lyon,30,0,15000000,0,0
Senegal,,Ibrahim Mbaye,0,FW,18,2008-01-24,Senegal,Paris Saint-Germain,10,3,30000000,1,0
Senegal,,Habib Diarra,0,MF,22,2004-01-03,Senegal,Sunderland,20,4,35000000,0,0
Senegal,,Bara Sapoko Ndiaye,0,MF,18,2007-12-31,Senegal,Bayern Munich,1,0,4000000,0,0
Senegal,,Mory Diaw,0,GK,32,1993-06-22,Senegal,Le Havre,5,0,900000,0,0
Senegal,,Antoine Mendy,0,DF,22,2004-05-27,Senegal,Nice,6,0,10000000,0,0
Senegal,,El Hadji Malick Diouf,0,DF,21,2004-12-29,Senegal,West Ham United,19,1,28000000,0,0
Senegal,,Pape Gueye,0,MF,27,1999-01-24,Senegal,Villarreal,41,5,40000000,2,1
Algeria,,Melvin Mastil,0,GK,26,2000-02-19,Algeria,Stade Nyonnais,1,0,250000,0,0
Algeria,,Aïssa Mandi,0,DF,34,1991-10-22,Algeria,Lille,117,7,1000000,0,0
Algeria,,Achref Abada,0,DF,26,1999-06-15,Algeria,USM Alger,7,1,1000000,0,0
Algeria,,Mohamed Amine Tougai,0,DF,26,2000-01-22,Algeria,Espérance de Tunis,29,2,1300000,0,0
Algeria,,Zineddine Belaïd,0,DF,27,1999-03-20,Algeria,JS Kabylie,10,1,1500000,0,0
Algeria,,Ramiz Zerrouki,0,MF,28,1998-05-26,Algeria,Twente,52,3,6500000,0,0
Algeria,,Riyad Mahrez,1,FW,35,1991-02-21,Algeria,Al-Ahli,114,38,5000000,0,0
Algeria,,Houssem Aouar,0,MF,27,1998-06-30,Algeria,Al-Ittihad,20,6,8000000,0,0
Algeria,,Amine Gouiri,0,FW,26,2000-02-16,Algeria,Marseille,22,8,28000000,1,0
Algeria,,Farès Chaïbi,0,MF,23,2002-11-28,Algeria,Eintracht Frankfurt,29,3,15000000,0,0
Algeria,,Anis Hadj Moussa,0,FW,24,2002-02-11,Algeria,Feyenoord,14,1,23000000,0,0
Algeria,,Nadhir Benbouali,0,FW,26,2000-04-17,Algeria,Győri ETO,3,1,1200000,1,0
Algeria,,Jaouen Hadjam,0,DF,23,2003-03-26,Algeria,Young Boys,17,3,7000000,0,0
Algeria,,Hicham Boudaoui,0,MF,26,1999-09-23,Algeria,Nice,32,0,12000000,0,0
Algeria,,Rayan Aït-Nouri,0,DF,25,2001-06-06,Algeria,Manchester City,28,0,40000000,0,0
Algeria,,Oussama Benbot,0,GK,31,1994-10-11,Algeria,USM Alger,2,0,,0,0
Algeria,,Rafik Belghali,0,DF,24,2002-06-07,Algeria,Hellas Verona,12,1,7000000,0,0
Algeria,,Mohamed Amoura,0,FW,26,2000-05-09,Algeria,VfL Wolfsburg,45,19,20000000,0,0
Algeria,,Nabil Bentaleb,0,MF,31,1994-11-24,Algeria,Lille,59,6,4500000,0,0
Algeria,,Adil Boulbina,0,FW,23,2003-05-02,Algeria,Al-Duhail,11,6,3000000,0,0
Algeria,,Ramy Bensebaini,0,DF,31,1995-04-16,Algeria,Borussia Dortmund,81,7,7000000,0,0
Algeria,,Ibrahim Maza,0,MF,20,2005-11-24,Algeria,Bayer Leverkusen,16,2,45000000,0,0
Algeria,,Luca Zidane,0,GK,28,1998-05-13,Algeria,Granada,7,0,1000000,0,0
Algeria,,Yacine Titraoui,0,MF,22,2003-08-26,Algeria,Charleroi,5,0,7000000,0,0
Algeria,,Farès Ghedjemis,0,FW,23,2002-09-06,Algeria,Frosinone,1,1,7500000,0,0
Algeria,,Samir Chergui,0,DF,27,1999-02-06,Algeria,Paris FC,4,0,3000000,0,0
Argentina,,Juan Musso,0,GK,32,1994-05-06,Argentina,Atlético Madrid,3,0,3000000,0,0
Argentina,,Leonardo Balerdi,0,DF,27,1999-01-26,Argentina,Marseille,11,0,18000000,0,0
Argentina,,Nicolás Tagliafico,0,DF,33,1992-08-31,Argentina,Lyon,75,1,4000000,0,0
Argentina,,Gonzalo Montiel,0,DF,29,1997-01-01,Argentina,River Plate,38,2,4500000,0,0
Argentina,,Leandro Paredes,0,MF,31,1994-06-29,Argentina,Boca Juniors,77,5,5000000,0,0
Argentina,,Lisandro Martínez,0,DF,28,1998-01-18,Argentina,Manchester United,26,1,40000000,0,0
Argentina,,Rodrigo De Paul,0,MF,32,1994-05-24,Argentina,Inter Miami CF,85,2,14000000,0,0
Argentina,,Valentín Barco,0,MF,21,2004-07-23,Argentina,Strasbourg,2,1,40000000,0,0
Argentina,,Julián Alvarez,0,FW,26,2000-01-31,Argentina,Atlético Madrid,51,14,90000000,0,0
Argentina,,Lionel Messi,1,FW,38,1987-06-24,Argentina,Inter Miami CF,198,116,15000000,5,0
Argentina,,Giovani Lo Celso,0,MF,30,1996-04-09,Argentina,Real Betis,65,4,10000000,0,0
Argentina,,Gerónimo Rulli,0,GK,34,1992-05-20,Argentina,Marseille,7,0,6000000,0,0
Argentina,,Cristian Romero,0,DF,28,1998-04-27,Argentina,Tottenham Hotspur,49,3,45000000,0,0
Argentina,,Exequiel Palacios,0,MF,27,1998-10-05,Argentina,Bayer Leverkusen,38,0,25000000,0,0
Argentina,,Nicolás González,0,MF,28,1998-04-06,Argentina,Atlético Madrid,50,6,24000000,0,0
Argentina,,Thiago Almada,0,FW,25,2001-04-26,Argentina,Atlético Madrid,14,4,20000000,0,0
Argentina,,Giuliano Simeone,0,FW,23,2002-12-18,Argentina,Atlético Madrid,11,1,40000000,0,0
Argentina,,Nico Paz,0,FW,21,2004-09-08,Argentina,Como,8,1,80000000,0,0
Argentina,,Nicolás Otamendi,0,DF,38,1988-02-12,Argentina,Benfica,130,8,1000000,0,0
Argentina,,Alexis Mac Allister,0,MF,27,1998-12-24,Argentina,Liverpool,44,6,70000000,0,0
Argentina,,José Manuel López,0,FW,25,2000-12-06,Argentina,Palmeiras,3,0,25000000,0,0
Argentina,,Lautaro Martínez,0,FW,28,1997-08-22,Argentina,Inter Milan,75,36,85000000,0,0
Argentina,,Emiliano Martínez,0,GK,33,1992-09-02,Argentina,Aston Villa,59,0,12000000,0,0
Argentina,,Enzo Fernández,0,MF,25,2001-01-17,Argentina,Chelsea,40,6,90000000,0,0
Argentina,,Facundo Medina,0,DF,27,1999-05-28,Argentina,Marseille,7,0,18000000,0,0
Argentina,,Nahuel Molina,0,DF,28,1998-04-06,Argentina,Atlético Madrid,58,1,15000000,0,0
Austria,,Alexander Schlager,0,GK,30,1996-02-01,Austria,Red Bull Salzburg,26,0,2000000,0,0
Austria,,David Affengruber,0,DF,25,2001-03-19,Austria,Elche,1,0,9000000,0,0
Austria,,Kevin Danso,0,DF,27,1998-09-19,Austria,Tottenham Hotspur,32,0,20000000,0,0
Austria,,Xaver Schlager,0,MF,28,1997-09-28,Austria,RB Leipzig,51,4,10000000,0,0
Austria,,Stefan Posch,0,DF,29,1997-05-14,Austria,Mainz 05,52,5,6000000,0,0
Austria,,Nicolas Seiwald,0,MF,25,2001-05-04,Austria,RB Leipzig,47,1,25000000,0,0
Austria,,Marko Arnautović,0,FW,37,1989-04-19,Austria,Red Star Belgrade,133,47,2500000,2,0
Austria,,David Alaba,1,DF,33,1992-06-24,Austria,Real Madrid,113,15,3500000,0,0
Austria,,Marcel Sabitzer,0,MF,32,1994-03-17,Austria,Borussia Dortmund,98,26,6000000,0,0
Austria,,Florian Grillitsch,0,MF,30,1995-08-07,Austria,Braga,58,1,2500000,0,0
Austria,,Michael Gregoritsch,0,FW,32,1994-04-18,Austria,FC Augsburg,75,24,1500000,0,0
Austria,,Florian Wiegele,0,GK,25,2001-03-21,Austria,Viktoria Plzeň,1,0,2200000,0,0
Austria,,Patrick Pentz,0,GK,29,1997-01-02,Austria,Brøndby,18,0,2200000,0,0
Austria,,Saša Kalajdžić,0,FW,28,1997-07-07,Austria,LASK,22,4,4000000,0,0
Austria,,Philipp Lienhart,0,DF,29,1996-07-11,Austria,SC Freiburg,41,3,10000000,0,0
Austria,,Phillipp Mwene,0,DF,32,1994-01-29,Austria,Mainz 05,30,0,1500000,0,0
Austria,,Carney Chukwuemeka,0,MF,22,2003-10-20,Austria,Borussia Dortmund,3,1,20000000,0,0
Austria,,Romano Schmid,0,MF,26,2000-01-27,Austria,Werder Bremen,34,3,15000000,1,0
Austria,,Konrad Laimer,0,MF,29,1997-05-27,Austria,Bayern Munich,57,7,32000000,0,0
Austria,,Patrick Wimmer,0,FW,25,2001-05-30,Austria,VfL Wolfsburg,30,1,12000000,0,0
Austria,,Alexander Prass,0,MF,25,2001-05-26,Austria,TSG Hoffenheim,19,0,9000000,0,0
Austria,,Marco Friedl,0,DF,28,1998-03-16,Austria,Werder Bremen,11,0,10000000,0,0
Austria,,Paul Wanner,0,MF,20,2005-12-23,Austria,PSV Eindhoven,3,0,22000000,0,0
Austria,,Michael Svoboda,0,DF,27,1998-10-15,Austria,Venezia,4,0,3500000,0,0
Austria,,Alessandro Schöpf,0,MF,32,1994-02-07,Austria,Wolfsberger AC,35,6,800000,0,0
Jordan,,Yazeed Abulaila,0,GK,33,1993-01-08,Jordan,Al-Hussein,75,0,300000,0,0
Jordan,,Mohammad Abu Hashish,0,DF,31,1995-05-09,Jordan,Al-Karma,55,1,,0,0
Jordan,,Abdallah Nasib,0,DF,32,1994-02-25,Jordan,Al-Zawraa,64,3,400000,0,0
Jordan,,Husam Abu Dahab,0,DF,26,2000-05-13,Jordan,Al-Faisaly,17,0,350000,0,0
Jordan,,Yazan Al-Arab,0,DF,30,1996-01-31,Jordan,FC Seoul,79,3,1000000,0,0
Jordan,,Amer Jamous,0,MF,23,2002-07-03,Jordan,Al-Zawraa,18,1,500000,0,0
