team,player_id,name,position,date_of_birth,age,nationality
Algeria,8069,Riyad Mahrez,Offence,1991-02-21,35,Algeria
Algeria,8476,Amine Gouiri,Offence,2000-02-16,26,Algeria
Algeria,180827,Mohammed Amoura,Offence,2000-05-09,26,Algeria
Algeria,192676,Nadhir Benbouali,Offence,2000-04-17,26,Algeria
Algeria,244466,Anis Moussa,Offence,2002-02-11,24,Algeria
Algeria,245324,Farés Ghedjemis,Offence,2002-09-06,23,Algeria
Australia,3403,Maty Ryan,Goalkeeper,1992-04-08,34,Australia
Australia,4697,Paul Izzo,Goalkeeper,1995-01-06,31,Australia
Australia,3407,Aziz Behich,Defence,1990-12-16,35,Australia
Australia,3410,Miloš Degenek,Defence,1994-04-28,32,Australia
Australia,4646,Kye Rowles,Defence,1998-06-24,27,Australia
Australia,4795,Jacob Italiano,Defence,2001-07-30,24,Australia
Australia,5432,Cameron Burgess,Defence,1995-10-21,30,Australia
Australia,56254,Jason Geria,Defence,1993-05-10,33,Australia
Australia,176299,Jordan Bos,Defence,2002-10-29,23,Australia
Australia,176730,Alessandro Circati,Defence,2003-10-10,22,Australia
Australia,270733,Lucas Herrington,Defence,2007-09-05,18,Australia
Australia,4525,Riley McGree,Midfield,1998-11-02,27,Australia
Australia,4563,Kai Trewin,Midfield,2001-05-18,25,Australia
Australia,4635,Connor Metcalfe,Midfield,1999-11-05,26,Australia
Australia,7528,Ajdin Hrustic,Midfield,1996-07-05,29,Australia
Australia,8053,Aiden O'Neill,Midfield,1998-07-04,27,Australia
Australia,165042,Patrick Yazbek,Midfield,2002-08-22,23,Australia
Australia,170584,Alex Robertson,Midfield,2003-04-17,23,Australia
Australia,263718,Paul Okon-Engstler,Midfield,2005-01-24,21,Australia
Australia,34644,Martin Boyle,Offence,1993-04-25,33,Australia
Australia,45143,Awer Mabil,Offence,1995-09-15,30,Australia
Australia,147641,Deni Jurić,Offence,1997-09-03,28,Australia
Australia,167783,Nishan Velupillay,Offence,2001-05-07,25,Australia
Australia,177187,Nestory Irankunda,Offence,2006-02-09,20,Australia
Australia,292208,Ante Šuto,Offence,2000-06-19,25,Australia
New Zealand,48418,Max Crocombe,Goalkeeper,1993-08-12,32,New Zealand
New Zealand,80167,Michael Woud,Goalkeeper,1999-01-16,27,New Zealand
New Zealand,176204,Alex Paulsen,Goalkeeper,2002-07-04,23,New Zealand
New Zealand,4690,Liberato Cacace,Defence,2000-09-27,25,New Zealand
New Zealand,11392,Tommy Smith,Defence,1990-03-31,36,New Zealand
New Zealand,77036,Michael Boxall,Defence,1988-08-18,37,New Zealand
New Zealand,111787,Francis De Vries,Defence,1994-11-28,31,New Zealand
New Zealand,113754,Callan Elliot,Defence,1999-07-07,26,New Zealand
New Zealand,125116,Tim Payne,Defence,1994-01-10,32,New Zealand
New Zealand,146549,Nando Pijnaker,Defence,1999-02-25,27,New Zealand
New Zealand,176993,Finn Surman,Defence,2003-09-23,22,New Zealand
New Zealand,214425,Tyler Bindon,Defence,2005-01-27,21,New Zealand
New Zealand,4680,Alex Rufer,Midfield,1996-06-12,29,New Zealand
New Zealand,4684,Sarpreet Singh,Midfield,1999-02-20,27,New Zealand
New Zealand,7723,Ryan Thomas,Midfield,1994-12-20,31,New Zealand
New Zealand,125117,Callum McCowatt,Midfield,1999-04-30,27,New Zealand
New Zealand,144646,Joe Bell,Midfield,1999-04-27,27,New Zealand
New Zealand,156513,Marko Stamenic,Midfield,2002-02-19,24,New Zealand
New Zealand,177602,Ben Old,Midfield,2002-08-13,23,New Zealand
New Zealand,4593,Kosta Barbarouses,Offence,1990-02-19,36,New Zealand
New Zealand,8057,Chris Wood,Offence,1991-12-07,34,New Zealand
New Zealand,82829,Ben Waine,Offence,2001-06-11,25,New Zealand
New Zealand,118981,Elijah Just,Offence,2000-05-01,26,New Zealand
New Zealand,185023,Matthew Garbett,Offence,2002-04-13,24,New Zealand
New Zealand,218039,Lachlan Bayliss,Offence,2002-07-24,23,New Zealand
New Zealand,261259,Jesse Randall,Offence,2002-08-19,23,New Zealand
Switzerland,334,Gregor Kobel,Goalkeeper,1997-12-06,28,Switzerland
Switzerland,9534,Yvon Mvogo,Goalkeeper,1994-06-06,32,Switzerland
Switzerland,205190,Marvin Keller,Goalkeeper,2002-07-03,23,Switzerland
Switzerland,143,Manuel Akanji,Defence,1995-07-19,30,Switzerland
Switzerland,1745,Ricardo Rodriguez,Defence,1992-08-25,33,Switzerland
Switzerland,2114,Silvan Widmer,Defence,1993-03-05,33,Switzerland
Switzerland,3475,Nico Elvedi,Defence,1996-09-30,29,Switzerland
Switzerland,30823,Eray Cömert,Defence,1998-02-04,28,Switzerland
Switzerland,50215,Miro Muheim,Defence,1998-03-24,28,Switzerland
Switzerland,169297,Aurele Amenda,Defence,2003-07-31,22,Switzerland
Switzerland,176711,Luca Jaquez,Defence,2003-06-02,23,Switzerland
Switzerland,1841,Remo Freuler,Midfield,1992-04-15,34,Switzerland
Switzerland,3477,Granit Xhaka,Midfield,1992-09-27,33,Switzerland
Switzerland,6687,Denis Zakaria,Midfield,1996-11-20,29,Switzerland
Switzerland,16265,Michel Aebischer,Midfield,1997-01-06,29,Switzerland
Switzerland,16275,Djibril Sow,Midfield,1997-02-06,29,Switzerland
Switzerland,16281,Christian Fassnacht,Midfield,1993-11-11,32,Switzerland
Switzerland,31913,Ruben Vargas,Midfield,1998-08-05,27,Switzerland
Switzerland,144909,Ardon Jasari,Midfield,2002-07-30,23,Switzerland
Switzerland,152692,Fabian Rieder,Midfield,2002-02-16,24,Switzerland
Switzerland,212309,Johan Manzambi,Midfield,2005-10-14,20,Switzerland
Switzerland,3483,Breel Embolo,Offence,1997-02-14,29,Switzerland
Switzerland,16058,Noah Okafor,Offence,2000-05-24,26,Switzerland
Switzerland,30780,Cédric Itten,Offence,1996-12-27,29,Switzerland
Switzerland,77641,Dan Ndoye,Offence,2000-10-25,25,Switzerland
Switzerland,122313,Zeki Amdouni,Offence,2000-12-04,25,Switzerland
Ecuador,24545,Hernán Galíndez,Goalkeeper,1987-03-30,39,Ecuador
Ecuador,24881,Gonzalo Valle,Goalkeeper,1996-02-28,30,Ecuador
Ecuador,169139,Moisés Ramírez,Goalkeeper,2000-09-09,25,Ecuador
Ecuador,24673,Ángelo Preciado,Defence,1998-02-18,28,Ecuador
Ecuador,24740,Félix Torres,Defence,1997-01-11,29,Ecuador
Ecuador,32642,Pervis Estupiñán,Defence,1998-01-21,28,Ecuador
Ecuador,114102,William Pacho,Defence,2001-10-16,24,Ecuador
Ecuador,114331,Jackson Porozo,Defence,2000-08-04,25,Ecuador
Ecuador,125674,Piero Hincapié,Defence,2002-01-09,24,Ecuador
Ecuador,178928,Joel Ordoñez,Defence,2004-04-21,22,Ecuador
Ecuador,192819,Yaimar Medina,Defence,2004-11-05,21,Ecuador
Ecuador,24670,Alan Franco,Midfield,1998-08-21,27,Ecuador
Ecuador,24988,Jordy Alcívar,Midfield,1999-08-05,26,Ecuador
Ecuador,56066,Gonzalo Plata,Midfield,2000-11-01,25,Ecuador
Ecuador,121103,Moisés Caicedo,Midfield,2001-11-02,24,Ecuador
Ecuador,166131,Pedro Vite,Midfield,2002-03-09,24,Ecuador
Ecuador,179174,Alan Minda,Midfield,2003-05-14,23,Ecuador
Ecuador,206097,Kendry Paez,Midfield,2007-05-04,19,Ecuador
Ecuador,212692,Denil Castillo,Midfield,2004-03-24,22,Ecuador
Ecuador,24562,Jordy Caicedo,Offence,1997-11-18,28,Ecuador
Ecuador,40009,Enner Valencia,Offence,1989-11-04,36,Ecuador
Ecuador,98549,John Yeboah,Offence,2000-06-23,25,Ecuador
Ecuador,178940,Anthony Valencia,Offence,2003-07-21,22,Ecuador
Ecuador,187375,Nilson Angulo,Offence,2003-06-19,22,Ecuador
Ecuador,189975,Kevin Rodríguez,Offence,2000-03-04,26,Ecuador
Ecuador,215510,Jeremy,Offence,2005-03-19,21,Spain
Sweden,3484,Kristoffer Nordfeldt,Goalkeeper,1989-06-23,36,Sweden
Sweden,149732,Viktor Johansson,Goalkeeper,1998-09-14,27,Sweden
Sweden,180671,Jacob Widell Zetterström,Goalkeeper,1998-07-11,27,Sweden
Sweden,3492,Victor Nilsson-Lindelöf,Defence,1994-07-17,31,Sweden
Sweden,31019,Carl Starfelt,Defence,1995-06-01,31,Sweden
Sweden,31531,Gabriel Gudmundsson,Defence,1999-04-29,27,Sweden
Sweden,31560,Hjalmar Ekdal,Defence,1998-10-21,27,Sweden
Sweden,31926,Eric Smith,Defence,1997-01-08,29,Sweden
Sweden,145937,Daniel Svensson,Defence,2002-02-12,24,Sweden
Sweden,166538,Gustaf Lagerbielke,Defence,2000-04-10,26,Sweden
Sweden,167031,Isak Hien,Defence,1999-01-13,27,Sweden
Sweden,167409,Herman Johansson,Defence,1997-10-16,28,Sweden
Sweden,192811,Elliot Stroud,Defence,2002-06-22,23,Sweden
Sweden,3500,Ken Sema,Midfield,1993-09-30,32,Sweden
Sweden,15354,Mattias Svanberg,Midfield,1999-01-05,27,Sweden
Sweden,31065,Jesper Karlström,Midfield,1995-06-21,30,Sweden
Sweden,145613,Yasin Ayari,Midfield,2003-10-06,22,Sweden
Sweden,180627,Besfort Zeneli,Midfield,2002-11-21,23,Sweden
Sweden,180673,Taha Ali,Midfield,1998-07-01,27,Sweden
Sweden,193622,Lucas Bergvall,Midfield,2006-02-02,20,Sweden
Sweden,6486,Alexander Isak,Offence,1999-09-21,26,Sweden
Sweden,8279,Viktor Gyökeres,Offence,1998-06-04,28,Sweden
Sweden,24083,Gustaf Nilsson,Offence,1997-05-23,29,Sweden
Sweden,72511,Benjamin Nygren,Offence,2001-07-08,24,Sweden
Sweden,111622,Alexander Bernhardsson,Offence,1998-09-08,27,Sweden
Sweden,166376,Anthony Elanga,Offence,2002-04-27,24,Sweden
Czechia,120246,Jindřich Staněk,Goalkeeper,1996-04-27,30,Czech Republic
Czechia,136350,Matej Kovar,Goalkeeper,2000-05-17,26,Czech Republic
Czechia,146753,Lukáš Horníček,Goalkeeper,2002-07-13,23,Czech Republic
Czechia,62493,Ladislav Krejčí,Defence,1999-04-20,27,Czech Republic
Czechia,62536,Jaroslav Zelený,Defence,1992-08-20,33,Czech Republic
Czechia,62631,Vladimir Coufal,Defence,1992-08-22,33,Czech Republic
Czechia,62769,Tomáš Holeš,Defence,1993-03-31,33,Czech Republic
Czechia,127813,David Zima,Defence,2000-11-08,25,Czech Republic
Czechia,146716,David Jurásek,Defence,2000-08-07,25,Czech Republic
Czechia,188239,Robin Hranac,Defence,2000-01-29,26,Czech Republic
Czechia,254530,Štěpán Chaloupek,Defence,2003-03-08,23,Czech Republic
Czechia,6556,Vladimír Darida,Midfield,1990-08-08,35,Czech Republic
Czechia,15742,Tomáš Souček,Midfield,1995-02-27,31,Czech Republic
Czechia,62821,David Douděra,Midfield,1998-05-31,28,Czech Republic
Czechia,67970,Michal Sadílek,Midfield,1999-05-31,27,Czech Republic
Czechia,120279,Lukáš Provod,Midfield,1996-10-23,29,Czech Republic
Czechia,121312,Pavel Šulc,Midfield,2000-12-29,25,Czech Republic
Czechia,145322,Lukáš Červ,Midfield,2001-04-10,25,Czech Republic
Czechia,154082,Denis Višinský,Midfield,2003-03-21,23,Czech Republic
Czechia,269966,Alexandr Sojka,Midfield,2003-04-02,23,Czech Republic
Czechia,293648,Hugo Sochůrek,Midfield,2008-06-07,18,Czech Republic
Czechia,1826,Patrik Schick,Offence,1996-01-24,30,Czech Republic
Czechia,16396,Tomáš Chorý,Offence,1995-01-26,31,Czech Republic
Czechia,62726,Jan Kuchta,Offence,1997-01-08,29,Czech Republic
Czechia,99042,Adam Hložek,Offence,2002-07-25,23,Czech Republic
Czechia,99752,Mojmír Chytil,Offence,1999-04-29,27,Czech Republic
Croatia,3548,Dominik Livaković,Goalkeeper,1995-01-09,31,Croatia
Croatia,16577,Ivor Pandur,Goalkeeper,2000-03-25,26,Croatia
Croatia,67883,Dominik Kotarski,Goalkeeper,2000-02-10,26,Croatia
Croatia,10206,Duje Ćaleta-Car,Defence,1996-09-17,29,Croatia
Croatia,15110,Marin Pongračić,Defence,1997-09-11,28,Croatia
Croatia,74268,Martin Erlic,Defence,1998-01-24,28,Croatia
Croatia,122188,Josip Stanišić,Defence,2000-04-02,26,Croatia
Croatia,122266,Joško Gvardiol,Defence,2002-01-23,24,Croatia
Croatia,134835,Josip Šutalo,Defence,2000-02-28,26,Croatia
Croatia,216835,Luka Vušković,Defence,2007-02-24,19,Croatia
Croatia,43,Luka Modrić,Midfield,1985-09-09,40,Croatia
Croatia,65,Mateo Kovačić,Midfield,1994-05-06,32,Croatia
Croatia,3553,Mario Pašalić,Midfield,1995-02-09,31,Croatia
Croatia,7843,Nikola Vlašić,Midfield,1997-10-04,28,Croatia
Croatia,23135,Nikola Moro,Midfield,1998-03-12,28,Croatia
Croatia,23222,Kristijan Jakić,Midfield,1997-05-14,29,Croatia
Croatia,82516,Luka Sučić,Midfield,2002-09-08,23,Croatia
Croatia,154013,Petar Sucic,Midfield,2003-10-25,22,Croatia
Croatia,156912,Martin Baturina,Midfield,2003-02-16,23,Croatia
Croatia,216138,Toni Fruk,Midfield,2001-03-09,25,Croatia
Croatia,318,Andrej Kramarić,Offence,1991-06-19,34,Croatia
Croatia,2004,Ivan Perišić,Offence,1989-02-02,37,Croatia
Croatia,2237,Ante Budimir,Offence,1991-07-22,34,Croatia
Croatia,56589,Petar Musa,Offence,1998-03-04,28,Croatia
Croatia,150052,Marco Pašalić,Offence,2000-09-14,25,Croatia
Croatia,156629,Igor Matanovic,Offence,2003-03-31,23,Croatia
Saudi Arabia,3561,Mohammed Al Owais,Goalkeeper,1991-10-10,34,Saudi Arabia
Saudi Arabia,233580,Nawaf Al Aqidi,Goalkeeper,2000-05-10,26,Saudi Arabia
Saudi Arabia,249787,Ahmed Al Kassar,Goalkeeper,1991-05-08,35,Saudi Arabia
Saudi Arabia,103094,Abdulelah Al Amri,Defence,1997-01-15,29,Saudi Arabia
Saudi Arabia,129098,Saud Abdulhamid,Defence,1999-07-18,26,Saudi Arabia
Saudi Arabia,132018,Ali Lajami,Defence,1996-04-24,30,Saudi Arabia
Saudi Arabia,244368,Hassan Al Tambakti,Defence,1999-02-09,27,Saudi Arabia
Saudi Arabia,244552,Hassan Kadesh,Defence,1992-09-27,33,Saudi Arabia
Saudi Arabia,253246,Moteb Al Harbi,Defence,2000-02-20,26,Saudi Arabia
Saudi Arabia,3574,Salem Al Dawsari,Midfield,1991-08-19,34,Saudi Arabia
Saudi Arabia,3583,Abdullah Al Khaibari,Midfield,1996-08-16,29,Saudi Arabia
Saudi Arabia,166119,Nasser Al Dawsari,Midfield,1998-12-19,27,Saudi Arabia
Saudi Arabia,189703,Ayman Yahya,Midfield,2001-05-14,25,Saudi Arabia
Saudi Arabia,248781,Musab Al Juwayr,Midfield,2003-06-20,22,Saudi Arabia
Saudi Arabia,248783,Mohammed Kanno,Midfield,1994-09-22,31,Saudi Arabia
Saudi Arabia,114373,Sultan Mandash,Offence,1994-10-17,31,Saudi Arabia
Saudi Arabia,166114,Saleh Al Shehri,Offence,1993-11-01,32,Saudi Arabia
Saudi Arabia,189799,Abdullah Al-Hamdan,Offence,1999-09-12,26,
Saudi Arabia,244411,Khalid Al Ghannam,Offence,2000-11-07,25,Saudi Arabia
Saudi Arabia,249786,Firas Al Brikan,Offence,2000-05-14,26,Saudi Arabia
Tunisia,99393,Aymen Dahmen,Goalkeeper,1997-01-28,29,Tunisia
Tunisia,3595,Dylan Bronn,Defence,1995-06-19,30,Tunisia
Tunisia,99394,Ali El Abdi,Defence,1993-12-20,32,Tunisia
Tunisia,99799,Yan Valery,Defence,1999-02-22,27,Tunisia
Tunisia,130471,Mortadha Ben Ouanes,Defence,1994-07-02,31,Tunisia
Tunisia,144669,Omar Rekik,Defence,2001-12-20,24,Tunisia
Tunisia,173578,Yassine Chikhaoui,Defence,2004-06-09,22,
Tunisia,177695,Montassar Talbi,Defence,1998-05-26,28,Tunisia
Tunisia,189007,Moutaz Neffati,Defence,2004-09-04,21,Tunisia
Tunisia,273918,Mohamed Amine Ben Hamida,Defence,1995-12-15,30,Tunisia
Tunisia,285769,Adem Arous,Defence,2004-07-17,21,Tunisia
Tunisia,3608,Ellyes Skhiri,Midfield,1995-05-10,31,Tunisia
Tunisia,6657,Rani Khedira,Midfield,1994-01-27,32,Germany
Tunisia,141826,Anis Ben Slimane,Midfield,2001-03-16,25,Tunisia
Tunisia,161414,Ismaël Gharbi,Midfield,2004-04-10,22,Tunisia
Tunisia,169325,Hannibal Mejbri,Midfield,2003-01-21,23,Tunisia
Tunisia,171368,Elias Achouri,Midfield,1999-02-10,27,Tunisia
Tunisia,172854,Hadj Mahmoud,Midfield,2000-04-24,26,Tunisia
Tunisia,95125,Sebastian Tounekti,Offence,2002-07-13,23,Norway
Tunisia,97476,Firas Chaouat,Offence,1996-05-08,30,Tunisia
Tunisia,171927,Elias Saad,Offence,1999-12-27,26,Tunisia
Tunisia,277192,Hazem Mastouri,Offence,1997-06-18,28,Tunisia
Tunisia,279116,Rayan Elloumi,Offence,2007-09-17,18,Canada
Turkey,16641,Mert Günok,Goalkeeper,1989-03-01,37,Turkey
Turkey,29518,Altay Bayındır,Goalkeeper,1998-04-14,28,Turkey
Turkey,30283,Uğurcan Çakır,Goalkeeper,1996-04-05,30,Turkey
Turkey,9475,Çağlar Söyüncü,Defence,1996-05-23,30,Turkey
Turkey,9512,Kaan Ayhan,Defence,1994-11-10,31,Turkey
Turkey,9869,Ferdi Kadıoğlu,Defence,1999-10-07,26,Turkey
Turkey,10647,Mert Müldür,Defence,1999-04-03,27,Turkey
Turkey,29622,Zeki Çelik,Defence,1997-02-17,29,Turkey
Turkey,29804,Abdülkerim Bardakcı,Defence,1994-09-07,31,Turkey
Turkey,30548,Ozan Kabak,Defence,2000-03-25,26,Turkey
Turkey,37118,Merih Demiral,Defence,1998-03-05,28,Turkey
Turkey,127226,Samet Akaydın,Defence,1994-03-13,32,Turkey
Turkey,145831,Evren Eren Elmalı,Defence,2000-07-07,25,Turkey
Turkey,201,Salih Özcan,Midfield,1998-01-11,28,Turkey
Turkey,1754,Hakan Çalhanoğlu,Midfield,1994-02-08,32,Turkey
Turkey,7474,Orkun Kökçü,Midfield,2000-12-29,25,Turkey
Turkey,148295,İsmail Yüksek,Midfield,1999-01-26,27,Turkey
Turkey,159282,Barış Alper Yılmaz,Midfield,2000-05-23,26,Turkey
Turkey,169162,Arda Guler,Midfield,2005-02-25,21,Turkey
Turkey,171972,Oguz Aydin,Midfield,2000-10-27,25,Turkey
Turkey,180964,İrfan Kahveci,Midfield,1995-07-15,30,Turkey
Turkey,79906,Yunus Akgün,Offence,2000-07-07,25,Turkey
Turkey,149737,Muhammed Kerem Aktürkoğlu,Offence,1998-10-21,27,Turkey
Turkey,188466,Deniz Gul,Offence,2004-07-02,21,Sweden
Turkey,191712,Kenan Yıldız,Offence,2005-05-04,21,Turkey
Turkey,193605,Can Uzun,Offence,2005-11-11,20,Turkey
Senegal,805,Edouard Mendy,Goalkeeper,1992-03-01,34,Senegal
Senegal,8608,Yehvann Diouf,Goalkeeper,1999-11-16,26,Senegal
Senegal,20931,Mory Diaw,Goalkeeper,1993-06-22,32,Senegal
Senegal,194,Ismail Jakobs,Defence,1999-08-17,26,Senegal
Senegal,2086,Kalidou Koulibaly,Defence,1991-06-20,34,Senegal
Senegal,8723,Moussa Niakhaté,Defence,1996-03-08,30,Senegal
Senegal,38154,Abdoulaye Seck,Defence,1992-06-04,34,Senegal
Senegal,168667,Antoine Mendy,Defence,2004-05-27,22,Senegal
Senegal,190558,Nobel Mendy,Defence,2004-08-16,21,Senegal
Senegal,190866,Mamadou Sarr,Defence,2005-08-29,20,Senegal
Senegal,193633,El Hadji Malick Diouf,Defence,2023-02-21,3,Senegal
Senegal,633,Pape Gueye,Midfield,1999-01-24,27,Senegal
Senegal,3627,Idrissa Gana Guèye,Midfield,1989-09-26,36,Senegal
Senegal,8887,Krépin Diatta,Midfield,1999-02-25,27,Senegal
Senegal,37649,Pathé Ciss,Midfield,1994-03-16,32,Senegal
Senegal,170391,Pape Sarr,Midfield,2002-09-14,23,Senegal
Senegal,171876,Habib Diarra,Midfield,2004-01-03,22,Senegal
Senegal,204269,Lamine Camara,Midfield,2004-01-01,22,Senegal
Senegal,456,Habib Diallo,Offence,1995-06-18,30,Senegal
Senegal,3638,Ismaïla Sarr,Offence,1998-02-25,28,Senegal
Senegal,9148,Cherif Ndiaye,Offence,1996-01-23,30,Senegal
Senegal,94091,Iliman Ndiaye,Offence,2000-03-06,26,Senegal
Senegal,98299,Boulaye Dia,Offence,1996-11-16,29,Senegal
Senegal,152515,Nicolas Jackson,Offence,2001-06-20,24,Senegal
Senegal,160412,Cheikh Ahmadou Dieng,Offence,2000-09-01,25,Senegal
Senegal,206779,Mamadou Diakhon,Offence,2005-09-22,20,France
Senegal,218474,Assane Diao,Offence,2005-09-07,20,Senegal
Senegal,265040,Ibrahim M'Baye,Offence,2008-01-24,18,Senegal
Belgium,3641,Thibaut Courtois,Goalkeeper,1992-05-11,34,Belgium
Belgium,129946,Senne Lammens,Goalkeeper,2002-07-07,23,Belgium
Belgium,191068,Mike Penders,Goalkeeper,2005-07-31,20,Belgium
Belgium,1836,Timothy Castagne,Defence,1995-12-05,30,Belgium
Belgium,3650,Thomas Meunier,Defence,1991-09-12,34,Belgium
Belgium,8873,Brandon Mechele,Defence,1993-01-28,33,Belgium
Belgium,142075,Maxim De Cuyper,Defence,2000-12-22,25,Belgium
Belgium,145893,Arthur Theate,Defence,2000-05-25,26,Belgium
Belgium,153556,Koni De Winter,Defence,2002-06-12,23,Belgium
Belgium,160926,Zeno Debast,Defence,2003-10-24,22,Belgium
Belgium,192677,Nathan Ngoy,Defence,2003-06-10,23,Belgium
Belgium,213534,Joaquin Seys,Defence,2005-03-28,21,Belgium
Belgium,3654,Kevin De Bruyne,Midfield,1991-06-28,34,Belgium
Belgium,3656,Axel Witsel,Midfield,1989-01-12,37,Belgium
Belgium,3658,Youri Tielemans,Midfield,1997-05-07,29,Belgium
Belgium,8128,Dodi Lukebakio,Midfield,1997-09-24,28,Belgium
Belgium,8858,Alexis Saelemaekers,Midfield,1999-06-27,26,Belgium
Belgium,8888,Hans Vanaken,Midfield,1992-08-24,33,Belgium
Belgium,8915,Nicolas Raskin,Midfield,2001-02-23,25,Belgium
Belgium,99775,Jeremy Doku,Midfield,2002-05-27,24,Belgium
Belgium,114024,Amadou Onana,Midfield,2001-08-16,24,Belgium
Belgium,182192,Diego Moreira,Midfield,2004-08-06,21,Belgium
Belgium,3662,Romelu Lukaku,Offence,1993-05-13,33,Belgium
Belgium,8984,Leandro Trossard,Offence,1994-12-04,31,Belgium
Belgium,129947,Charles De Ketelaere,Offence,2001-03-10,25,Belgium
Belgium,213511,Matias Fernandez-Pardo,Offence,2005-02-03,21,Belgium
Morocco,3693,Munir Mohamedi,Goalkeeper,1989-05-10,37,Morocco
Morocco,3694,Yassine Bounou,Goalkeeper,1991-04-05,35,Morocco
Morocco,3695,Ahmed Reda Tagnaouti,Goalkeeper,1996-04-05,30,Morocco
Morocco,53,Achraf Hakimi,Defence,1998-11-04,27,Morocco
Morocco,7553,Noussair Mazraoui,Defence,1997-11-14,28,Morocco
Morocco,8296,Issa Diop,Defence,1997-01-09,29,France
Morocco,81191,Nayef Aguerd,Defence,1996-03-30,30,Morocco
Morocco,137693,Anass Salah-Eddine,Defence,2002-01-18,24,Morocco
Morocco,150948,Chadi Riad,Defence,2003-06-17,22,Morocco
Morocco,172822,Redouane Halhal,Defence,2003-03-05,23,France
Morocco,213459,Zakaria El Ouahdi,Defence,2001-12-31,24,Morocco
Morocco,277391,Youssef Belammari,Defence,1998-09-20,27,Morocco
Morocco,3705,Sofyan Amrabat,Midfield,1996-08-21,29,Morocco
Morocco,7887,Brahim Diaz,Midfield,1999-08-03,26,Morocco
Morocco,122511,Azzedine Ounahi,Midfield,2000-04-19,26,Morocco
Morocco,130173,Ismael Saibari,Midfield,2001-01-28,25,Morocco
Morocco,170647,Neil El Aynaoui,Midfield,2001-07-02,24,Morocco
Morocco,192313,Chemsdine Talbi,Midfield,2005-05-09,21,Morocco
Morocco,221819,Ayyoub Bouaddi,Midfield,2007-10-02,18,France
Morocco,244929,Samir El Mourabet,Midfield,2005-10-06,20,Morocco
Morocco,3720,Ayoub El Kaabi,Offence,1993-06-26,32,Morocco
Morocco,130502,Soufiane Rahimi,Offence,1996-06-02,30,Morocco
Morocco,175941,Abdessamad Ezzalzouli,Offence,2001-12-17,24,Morocco
Morocco,245336,Gessime Yassine,Offence,2005-11-22,20,France
Morocco,261438,Ayoube Amaimouni-Echghouyab,Offence,2004-11-30,21,Morocco
Austria,10702,Alexander Schlager,Goalkeeper,1996-02-01,30,Austria
Austria,10837,Patrick Pentz,Goalkeeper,1997-01-02,29,Austria
Austria,217244,Florian Wiegele,Goalkeeper,2001-03-21,25,Austria
Austria,349,David Alaba,Defence,1992-06-24,33,Austria
Austria,395,Stefan Posch,Defence,1997-05-14,29,Austria
Austria,6576,Philipp Mwene,Defence,1994-01-29,32,Austria
Austria,6655,Kevin Danso,Defence,1998-09-19,27,Austria
Austria,9447,Marco Friedl,Defence,1998-03-16,28,Austria
Austria,9477,Philipp Lienhart,Defence,1996-07-11,29,Austria
Austria,61968,Michael Svoboda,Defence,1998-10-15,27,Austria
Austria,113457,Alexander Prass,Defence,2001-05-26,25,Austria
Austria,123212,David Affengruber,Defence,2001-03-19,25,Austria
Austria,404,Florian Grillitsch,Midfield,1995-08-07,30,Austria
Austria,6501,Alessandro Schöpf,Midfield,1994-02-07,32,Austria
Austria,9549,Konrad Laimer,Midfield,1997-05-27,29,Austria
Austria,9551,Marcel Sabitzer,Midfield,1994-03-17,32,Austria
Austria,16344,Xaver Schlager,Midfield,1997-09-28,28,Austria
Austria,16346,Romano Schmid,Midfield,2000-01-27,26,Austria
Austria,56829,Christoph Baumgartner,Midfield,1999-08-01,26,Austria
Austria,113038,Nicolas  Seiwald,Midfield,2001-05-04,25,Austria
Austria,124324,Patrick Wimmer,Midfield,2001-05-30,25,Austria
Austria,167570,Carney Chukwuemeka,Midfield,2003-10-20,22,Austria
Austria,176932,Paul Wanner,Midfield,2005-12-23,20,Austria
Austria,6661,Michael Gregoritsch,Offence,1994-04-18,32,Austria
Austria,8223,Marko Arnautovic,Offence,1989-04-19,37,Austria
Austria,10761,Saša Kalajdžić,Offence,1997-07-07,28,Austria
Colombia,3721,Camilo Vargas,Goalkeeper,1989-03-09,37,Colombia
Colombia,3722,David Ospina,Goalkeeper,1988-08-31,37,Colombia
Colombia,22742,Álvaro Montero,Goalkeeper,1995-03-29,31,Colombia
Colombia,3723,Santiago Arias,Defence,1992-01-13,34,Colombia
Colombia,3724,Johan Mojica,Defence,1992-08-21,33,Colombia
Colombia,3728,Yerry Mina,Defence,1994-09-23,31,Colombia
Colombia,3733,Davinson Sánchez,Defence,1996-06-12,29,Colombia
Colombia,8913,Deiver Machado,Defence,1993-09-02,32,Colombia
Colombia,22010,Daniel Muñoz,Defence,1996-05-26,30,Colombia
Colombia,22113,Jhon Lucumí,Defence,1998-06-26,27,Colombia
Colombia,82825,Willer Ditta,Defence,1997-01-23,29,Colombia
Colombia,365,James Rodríguez,Midfield,1991-07-12,34,Colombia
Colombia,3737,Jefferson Lerma,Midfield,1994-10-25,31,Colombia
Colombia,22306,Jhon Arias,Midfield,1997-09-21,28,Colombia
Colombia,29012,Jorge Carrascal,Midfield,1998-05-25,28,Colombia
Colombia,156738,Kevin Castaño,Midfield,2000-09-29,25,Colombia
Colombia,168403,Juan Quintero,Midfield,1993-01-18,33,Colombia
